id,product gcmd id,sds name,product,product version,processing level,measurements,keywords,time interval,spatial resolution,instrument,platform,platform instrument
FLDAS_VIC025_B_SA_M_001_SoilMoi160_190cm_tavg,GES_DISC_FLDAS_VIC025_B_SA_M_V001,SoilMoi160_190cm_tavg,FLDAS_VIC025_B_SA_M,001,4,Soil Moisture,Soil;moisture;content,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_SA_M_001_SoilTemp00_10cm_tavg,GES_DISC_FLDAS_VIC025_B_SA_M_V001,SoilTemp00_10cm_tavg,FLDAS_VIC025_B_SA_M,001,4,Soil Temperature,soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_SA_M_001_SoilTemp10_160cm_tavg,GES_DISC_FLDAS_VIC025_B_SA_M_V001,SoilTemp10_160cm_tavg,FLDAS_VIC025_B_SA_M,001,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_SA_M_001_SoilTemp160_190cm_tavg,GES_DISC_FLDAS_VIC025_B_SA_M_V001,SoilTemp160_190cm_tavg,FLDAS_VIC025_B_SA_M,001,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_SA_M_001_SWdown_f_tavg,GES_DISC_FLDAS_VIC025_B_SA_M_V001,SWdown_f_tavg,FLDAS_VIC025_B_SA_M,001,4,Incident Radiation,Surface;downward;shortwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_SA_M_001_Swnet_tavg,GES_DISC_FLDAS_VIC025_B_SA_M_V001,Swnet_tavg,FLDAS_VIC025_B_SA_M,001,4,"Radiation, Net",net;downward;shortwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_SA_M_001_Tair_f_tavg,GES_DISC_FLDAS_VIC025_B_SA_M_V001,Tair_f_tavg,FLDAS_VIC025_B_SA_M,001,4,Air Temperature,Air;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_SA_M_001_Wind_f_tavg,GES_DISC_FLDAS_VIC025_B_SA_M_V001,Wind_f_tavg,FLDAS_VIC025_B_SA_M,001,4,Wind,wind;speed,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Evap_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Evap_tavg,FLDAS_VIC025_B_WA_M,001,4,Evapotranspiration,total;evapotranspiration,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_LWdown_f_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,LWdown_f_tavg,FLDAS_VIC025_B_WA_M,001,4,Incident Radiation,Surface;downward;longwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Lwnet_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Lwnet_tavg,FLDAS_VIC025_B_WA_M,001,4,"Radiation, Net",Net;downward;longwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Psurf_f_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Psurf_f_tavg,FLDAS_VIC025_B_WA_M,001,4,Air Pressure,Surface;pressure,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Qair_f_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Qair_f_tavg,FLDAS_VIC025_B_WA_M,001,4,Atmospheric Moisture,Specific;humidity,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Qg_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Qg_tavg,FLDAS_VIC025_B_WA_M,001,4,Heat Flux,soil;heat;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Qh_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Qh_tavg,FLDAS_VIC025_B_WA_M,001,4,Heat Flux,Sensible;heat;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Qle_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Qle_tavg,FLDAS_VIC025_B_WA_M,001,4,Heat Flux,Latent;heat;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Qsb_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Qsb_tavg,FLDAS_VIC025_B_WA_M,001,4,Runoff,subsurface;runoff,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Qs_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Qs_tavg,FLDAS_VIC025_B_WA_M,001,4,Runoff,surface;runoff,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_RadT_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,RadT_tavg,FLDAS_VIC025_B_WA_M,001,4,Surface Temperature,Surface;radiative;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Rainf_f_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Rainf_f_tavg,FLDAS_VIC025_B_WA_M,001,4,Precipitation,Rainfall;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_SM01_Percentile,GES_DISC_FLDAS_VIC025_B_WA_M_V001,SM01_Percentile,FLDAS_VIC025_B_WA_M,001,4,Soil Moisture,Soil;moisture;percentiles,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_SoilMoi00_10cm_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,SoilMoi00_10cm_tavg,FLDAS_VIC025_B_WA_M,001,4,Soil Moisture,soil;moisture;content,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_SoilMoi10_160cm_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,SoilMoi10_160cm_tavg,FLDAS_VIC025_B_WA_M,001,4,Soil Moisture,soil;moisture;content,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_SoilMoi160_190cm_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,SoilMoi160_190cm_tavg,FLDAS_VIC025_B_WA_M,001,4,Soil Moisture,Soil;moisture;content,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_SoilTemp00_10cm_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,SoilTemp00_10cm_tavg,FLDAS_VIC025_B_WA_M,001,4,Soil Temperature,soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_SoilTemp10_160cm_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,SoilTemp10_160cm_tavg,FLDAS_VIC025_B_WA_M,001,4,Soil Temperature,soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_SoilTemp160_190cm_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,SoilTemp160_190cm_tavg,FLDAS_VIC025_B_WA_M,001,4,Soil Temperature,soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_SWdown_f_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,SWdown_f_tavg,FLDAS_VIC025_B_WA_M,001,4,Incident Radiation,Surface;downward;shortwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Swnet_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Swnet_tavg,FLDAS_VIC025_B_WA_M,001,4,"Radiation, Net",Net;downward;shortwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Tair_f_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Tair_f_tavg,FLDAS_VIC025_B_WA_M,001,4,Air Temperature,Air;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_B_WA_M_001_Wind_f_tavg,GES_DISC_FLDAS_VIC025_B_WA_M_V001,Wind_f_tavg,FLDAS_VIC025_B_WA_M,001,4,Wind,wind;speed,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
MOD08_D3_6_Atmospheric_Water_Vapor_Low_QA_Mean,MOD08_D3_C6,Atmospheric_Water_Vapor_Low_QA_Mean,MOD08_D3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Optical_Thickness_Ice_Mean,MOD08_D3_C6,Cloud_Optical_Thickness_Ice_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6;cloud optical depth;tau,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Optical_Thickness_Liquid_Mean,MOD08_D3_C6,Cloud_Optical_Thickness_Liquid_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6;cloud optical depth;tau,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Top_Pressure_Day_Mean,MOD08_D3_C6,Cloud_Top_Pressure_Day_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cirrus_Reflectance_Mean,MOD08_D3_C6,Cirrus_Reflectance_Mean,MOD08_D3,6,3,Cloud Properties,cloud;MODIS;C6,daily,1 deg.,MODIS,Terra,MODIS-Terra
GLDAS_NOAH10_3H_2_0_SWE_inst,GES_DISC_GLDAS_NOAH10_3H_V2.0,SWE_inst,GLDAS_NOAH10_3H,2.0,4,Snow/Ice,Snow;water;equivalent,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
MOD08_D3_6_Cloud_Optical_Thickness_Combined_Mean,MOD08_D3_C6,Cloud_Optical_Thickness_Combined_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6;cloud optical depth;tau,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Atmospheric_Water_Vapor_QA_Mean,MOD08_D3_C6,Atmospheric_Water_Vapor_QA_Mean,MOD08_D3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Effective_Radius_Ice_Mean,MOD08_D3_C6,Cloud_Effective_Radius_Ice_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6;cloud particle size,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Effective_Radius_Liquid_Mean,MOD08_D3_C6,Cloud_Effective_Radius_Liquid_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6;cloud particle size,daily,1 deg.,MODIS,Terra,MODIS-Terra
NLDAS_MOS0125_H_002_mstav0_40cm,GES_DISC_NLDAS_MOS0125_H_V002,mstav0_40cm,NLDAS_MOS0125_H,002,4,Soil Moisture,Moisture;availability;root;zone;0-40;cm,hourly,0.125 deg.,NLDAS Mosaic Land Surface Model,NLDAS Mosaic Land Surface Model,NLDAS Model
NLDAS_MOS0125_H_002_lhtflsfc,GES_DISC_NLDAS_MOS0125_H_V002,lhtflsfc,NLDAS_MOS0125_H,002,4,Heat Flux,Latent;heat;flux,hourly,0.125 deg.,NLDAS Mosaic Land Surface Model,NLDAS Mosaic Land Surface Model,NLDAS Model
MOD08_D3_6_Cloud_Fraction_Day_Mean,MOD08_D3_C6,Cloud_Fraction_Day_Mean,MOD08_D3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Fraction_Night_Mean,MOD08_D3_C6,Cloud_Fraction_Night_Mean,MOD08_D3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Fraction_Mean,MOD08_D3_C6,Cloud_Fraction_Mean,MOD08_D3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,daily,1 deg.,MODIS,Terra,MODIS-Terra
GLDAS_NOAH10_3H_2_0_Qsm_acc,GES_DISC_GLDAS_NOAH10_3H_V2.0,Qsm_acc,GLDAS_NOAH10_3H,2.0,4,Snow/Ice,Snow;melt,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
MOD08_D3_6_Cloud_Top_Pressure_Mean,MOD08_D3_C6,Cloud_Top_Pressure_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Top_Pressure_Night_Mean,MOD08_D3_C6,Cloud_Top_Pressure_Night_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Top_Temperature_Mean,MOD08_D3_C6,Cloud_Top_Temperature_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6;cloud top properties,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Top_Temperature_Day_Mean,MOD08_D3_C6,Cloud_Top_Temperature_Day_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6;cloud top properties,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Water_Path_Ice_Mean,MOD08_D3_C6,Cloud_Water_Path_Ice_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Cloud_Water_Path_Liquid_Mean,MOD08_D3_C6,Cloud_Water_Path_Liquid_Mean,MOD08_D3,6,3,Cloud Properties,MODIS;C6,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Water_Vapor_Near_Infrared_Clear_Mean,MOD08_D3_C6,Water_Vapor_Near_Infrared_Clear_Mean,MOD08_D3,6,3,Atmospheric Moisture,MODIS;C6;NIR,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Water_Vapor_Near_Infrared_Cloud_Mean,MOD08_D3_C6,Water_Vapor_Near_Infrared_Cloud_Mean,MOD08_D3,6,3,Atmospheric Moisture,MODIS;C6;NIR,daily,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_D3_6_Deep_Blue_Angstrom_Exponent_Land_Mean,MOD08_D3_C6,Deep_Blue_Angstrom_Exponent_Land_Mean,MOD08_D3,6,3,Angstrom Exponent,land-only;MODIS;C6;Aerosol Angstrom Coefficient,daily,1 deg.,MODIS,Terra,MODIS-Terra
FLDAS_VIC025_A_EA_M_001_Evap_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Evap_tavg,FLDAS_VIC025_A_EA_M,001,4,Evapotranspiration,Total;evapotranspiration,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_LWdown_f_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,LWdown_f_tavg,FLDAS_VIC025_A_EA_M,001,4,Incident Radiation,Surface;downward;longwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Lwnet_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Lwnet_tavg,FLDAS_VIC025_A_EA_M,001,4,"Radiation, Net",Net;downward;longwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Psurf_f_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Psurf_f_tavg,FLDAS_VIC025_A_EA_M,001,4,Air Pressure,Surface;pressure,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Qair_f_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Qair_f_tavg,FLDAS_VIC025_A_EA_M,001,4,Atmospheric Moisture,Specific;humidity,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Qg_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Qg_tavg,FLDAS_VIC025_A_EA_M,001,4,Heat Flux,Soil;heat;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Qh_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Qh_tavg,FLDAS_VIC025_A_EA_M,001,4,Heat Flux,Sensible;heat flux;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Qle_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Qle_tavg,FLDAS_VIC025_A_EA_M,001,4,Heat Flux,Latent;heat;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Qsb_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Qsb_tavg,FLDAS_VIC025_A_EA_M,001,4,Runoff,Subsurface;runoff;amount,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Qs_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Qs_tavg,FLDAS_VIC025_A_EA_M,001,4,Runoff,Surface;runoff,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_RadT_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,RadT_tavg,FLDAS_VIC025_A_EA_M,001,4,Surface Temperature,Surface;radiative;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Rainf_f_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Rainf_f_tavg,FLDAS_VIC025_A_EA_M,001,4,Precipitation,Rainfall;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_SM01_Percentile,GES_DISC_FLDAS_VIC025_A_EA_M_V001,SM01_Percentile,FLDAS_VIC025_A_EA_M,001,4,Soil Moisture,Soil;moisture;percentiles,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_SoilMoi00_10cm_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,SoilMoi00_10cm_tavg,FLDAS_VIC025_A_EA_M,001,4,Soil Moisture,Soil;moisture;content,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_SoilMoi10_160cm_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,SoilMoi10_160cm_tavg,FLDAS_VIC025_A_EA_M,001,4,Soil Moisture,Soil;moisture;content,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_SoilMoi160_190cm_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,SoilMoi160_190cm_tavg,FLDAS_VIC025_A_EA_M,001,4,Soil Moisture,Soil;moisture;content,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_SoilTemp00_10cm_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,SoilTemp00_10cm_tavg,FLDAS_VIC025_A_EA_M,001,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_SoilTemp10_160cm_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,SoilTemp10_160cm_tavg,FLDAS_VIC025_A_EA_M,001,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_SoilTemp160_190cm_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,SoilTemp160_190cm_tavg,FLDAS_VIC025_A_EA_M,001,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_SWdown_f_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,SWdown_f_tavg,FLDAS_VIC025_A_EA_M,001,4,Incident Radiation,Surface;downward;shortwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Swnet_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Swnet_tavg,FLDAS_VIC025_A_EA_M,001,4,"Radiation, Net",Net;downward;shortwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Tair_f_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Tair_f_tavg,FLDAS_VIC025_A_EA_M,001,4,Air Temperature,Air;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_EA_M_001_Wind_f_tavg,GES_DISC_FLDAS_VIC025_A_EA_M_V001,Wind_f_tavg,FLDAS_VIC025_A_EA_M,001,4,Wind,Wind;speed,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_Evap_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,Evap_tavg,FLDAS_VIC025_A_SA_M,001,4,Evapotranspiration,Total;evapotranspiration,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_LWdown_f_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,LWdown_f_tavg,FLDAS_VIC025_A_SA_M,001,4,Incident Radiation,Surface;downward;longwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_Lwnet_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,Lwnet_tavg,FLDAS_VIC025_A_SA_M,001,4,"Radiation, Net",Net;downward;longwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_Psurf_f_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,Psurf_f_tavg,FLDAS_VIC025_A_SA_M,001,4,Air Pressure,Surface;pressure,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_Qair_f_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,Qair_f_tavg,FLDAS_VIC025_A_SA_M,001,4,Atmospheric Moisture,Specific;humidity,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_Qg_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,Qg_tavg,FLDAS_VIC025_A_SA_M,001,4,Heat Flux,Soil;heat;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_Qh_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,Qh_tavg,FLDAS_VIC025_A_SA_M,001,4,Heat Flux,Sensible;heat;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_Qle_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,Qle_tavg,FLDAS_VIC025_A_SA_M,001,4,Heat Flux,Latent;heat;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_Qsb_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,Qsb_tavg,FLDAS_VIC025_A_SA_M,001,4,Runoff,Subsurface;runoff;amount,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_Qs_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,Qs_tavg,FLDAS_VIC025_A_SA_M,001,4,Runoff,Surface;runoff,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_RadT_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,RadT_tavg,FLDAS_VIC025_A_SA_M,001,4,Surface Temperature,Surface;radiative;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_Rainf_f_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,Rainf_f_tavg,FLDAS_VIC025_A_SA_M,001,4,Precipitation,Rainfall;flux,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_SM01_Percentile,GES_DISC_FLDAS_VIC025_A_SA_M_V001,SM01_Percentile,FLDAS_VIC025_A_SA_M,001,4,Soil Moisture,Soil;moisture;percentiles,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_SoilMoi00_10cm_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,SoilMoi00_10cm_tavg,FLDAS_VIC025_A_SA_M,001,4,Soil Moisture,Soil;moisture;content,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_SoilMoi10_160cm_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,SoilMoi10_160cm_tavg,FLDAS_VIC025_A_SA_M,001,4,Soil Moisture,Soil;moisture;content,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_SoilMoi160_190cm_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,SoilMoi160_190cm_tavg,FLDAS_VIC025_A_SA_M,001,4,Soil Moisture,Soil;moisture;content,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_SoilTemp00_10cm_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,SoilTemp00_10cm_tavg,FLDAS_VIC025_A_SA_M,001,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_SoilTemp10_160cm_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,SoilTemp10_160cm_tavg,FLDAS_VIC025_A_SA_M,001,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_SoilTemp160_190cm_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,SoilTemp160_190cm_tavg,FLDAS_VIC025_A_SA_M,001,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_VIC025_A_SA_M_001_SWdown_f_tavg,GES_DISC_FLDAS_VIC025_A_SA_M_V001,SWdown_f_tavg,FLDAS_VIC025_A_SA_M,001,4,Incident Radiation,Surface;downward;shortwave;radiation,monthly,0.25 deg.,Model,Models/Analyses,FLDAS Model
